path,is_article,title,has_h1,chars_no_space,too_short_lt_800,has_core_concept,has_interviewer_focus,has_standard_answer,has_followups,has_scenario_or_code,has_pitfalls_or_summary,missing_count,missing_fields
docs/01-java-core/collections/如何解决哈希冲突问题？.md,True,如何解决哈希冲突问题？,True,1712,False,True,True,True,True,True,True,0,
docs/01-java-core/collections/工具类Collection和Collections有什么区别？.md,True,工具类Collection和Collections有什么区别？,True,1076,False,True,True,True,True,True,True,0,
docs/01-java-core/collections/重写HashMap的equals方法不当会发生什么？.md,True,重写HashMap的equals方法不当会发生什么？,True,858,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/JUC/AQS是什么？.md,True,AQS是什么？,True,4698,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/JUC/CLH队列锁是什么？.md,True,CLH队列锁是什么？,True,2156,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/JUC/JUC工具类-CountDownLatch详解.md,True,JUC工具类-CountDownLatch详解,True,5346,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/JUC/JUC工具类-CyclicBarrier详解.md,True,JUC工具类-CyclicBarrier详解,True,7055,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/JUC/JUC工具类-Exchanger详解.md,True,JUC工具类-Exchanger详解,True,4339,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/JUC/JUC工具类-Phaser详解.md,True,JUC工具类-Phaser详解,True,5779,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/JUC/JUC工具类之Semaphore详解.md,True,JUC工具类之Semaphore详解,True,5579,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/JUC/JUC是什么？.md,True,JUC是什么？,True,2672,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/JUC/JUC线程池之Fork-Join框架详解.md,True,JUC线程池之Fork/Join框架详解,True,5072,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/JUC/JUC线程池之FutureTask详解.md,True,JUC线程池之FutureTask详解,True,5197,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/JUC/JUC线程池之ScheduledThreadPoolExecutor详解.md,True,JUC线程池之ScheduledThreadPoolExecutor详解,True,3625,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/JUC/JUC线程池之ThreadPoolExecutor详解.md,True,JUC线程池之ThreadPoolExecutor详解,True,7770,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/JUC/JUC都有哪些类？.md,True,JUC都有哪些类？,True,6993,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/JUC/JUC锁之LockSupport详解.md,True,JUC锁之LockSupport详解,True,6969,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/JUC/JUC锁之ReentrantLock详解.md,True,JUC锁之ReentrantLock详解,True,5615,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/JUC/JUC锁之ReentrantReadWriteLock详解.md,True,JUC锁之ReentrantReadWriteLock详解,True,8412,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/JUC/JUC集合之BlockingQueue详解.md,True,JUC集合之BlockingQueue详解,True,5955,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/JUC/JUC集合之ConcurrentHashMap详解.md,True,JUC集合之ConcurrentHashMap详解,True,7808,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/JUC/JUC集合之ConcurrentLinkedQueue详解.md,True,JUC集合之ConcurrentLinkedQueue详解,True,3052,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/JUC/JUC集合之CopyOnWriteArrayList详解.md,True,JUC集合之CopyOnWriteArrayList详解,True,2100,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/JUC/README.md,False,JUC,True,1877,False,False,False,False,True,True,False,,
docs/01-java-core/concurrency/JUC/公平锁与非公平锁实现原理与区别是什么？.md,True,公平锁与非公平锁实现原理与区别是什么？,True,2512,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/JUC/悲观锁和乐观锁的区别是什么？.md,True,悲观锁和乐观锁的区别是什么？,True,1382,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/README.md,False,concurrency,True,258,False,False,False,False,True,True,False,,
docs/01-java-core/concurrency/basics/Java基础线程机制是怎么样的？.md,True,Java基础线程机制是怎么样的？,True,1735,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/basics/Java有哪些锁？.md,True,Java有哪些锁？,True,4123,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/basics/Java线程的创建方式有哪些？.md,True,Java线程的创建方式有哪些？,True,1743,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/basics/Java线程间如何通信？.md,True,Java线程间如何通信？,True,3669,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/basics/Java线程阻塞机制是什么？.md,True,Java线程阻塞机制是什么？,True,2963,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/basics/README.md,False,basics,True,658,False,False,False,False,True,True,False,,
docs/01-java-core/concurrency/basics/ThreadLocal基本原理.md,True,ThreadLocal基本原理,True,1718,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/basics/线程状态如何转换？.md,True,线程状态如何转换？,True,1270,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/keywords/Happens-Before原则是什么？.md,True,Happens-Before原则是什么？,True,1513,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/keywords/README.md,False,keywords,True,792,False,False,False,False,True,True,False,,
docs/01-java-core/concurrency/keywords/final重排序规则详解.md,True,final重排序规则详解,True,2062,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/keywords/synchronized与ReentrantLock区别是什么？.md,True,synchronized与ReentrantLock区别是什么？,True,2996,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/keywords/synchronized与ReentrantLock场景分析.md,True,synchronized与ReentrantLock场景分析,True,1201,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/keywords/synchronized与volatile比较.md,True,synchronized与volatile比较,True,1619,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/keywords/synchronized基本原理详解.md,True,synchronized基本原理详解,True,2306,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/keywords/volatile基本原理详解.md,True,volatile基本原理详解,True,2518,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/thread-pool/ComletableFuture入门详解.md,True,ComletableFuture入门详解,True,4300,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/thread-pool/CompletableFuture底层原理详解.md,True,CompletableFuture底层原理详解,True,5784,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/thread-pool/Java的并发模型如何理解？.md,True,Java的并发模型如何理解？,True,2042,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/thread-pool/README.md,False,thread-pool,True,1409,False,False,False,False,True,True,False,,
docs/01-java-core/concurrency/thread-pool/ThreadPoolExecutor线程池任务执行流程是怎么样的？.md,True,ThreadPoolExecutor线程池任务执行流程是怎么样的？,True,1586,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/thread-pool/ThreadPoolExecutor线程池有哪些拒绝策略？.md,True,ThreadPoolExecutor线程池有哪些拒绝策略？,True,1670,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/thread-pool/为什么核心线程池满了之后是先加入阻塞队列而不是直接创建线程？.md,True,为什么核心线程池满了之后是先加入阻塞队列而不是直接创建线程？,True,945,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/thread-pool/如何使用Executors工具类创建线程池？.md,True,如何使用Executors工具类创建线程池？,True,2268,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/thread-pool/如何撤回提交给线程池中的任务？.md,True,如何撤回提交给线程池中的任务？,True,1090,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/thread-pool/线程发生异常，会被移出线程池吗.md,True,线程发生异常，会被移出线程池吗？,True,1180,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/thread-pool/线程池中核心线程数如何设置？.md,True,线程池中核心线程数如何设置？,True,1265,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/thread-pool/线程池中的shutdown()与shutdownNow()有什么区别？.md,True,线程池中的shutdown()与shutdownNow()有什么区别？,True,1308,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/thread-pool/线程池中的线程是如何关闭的？.md,True,线程池中的线程是如何关闭的？,True,1165,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/thread-pool/线程池为什么一定使用阻塞队列？.md,True,线程池为什么一定使用阻塞队列？,True,1359,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/thread-pool/线程池有哪些状态？.md,True,线程池有哪些状态？,True,1509,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/thread-pool/线程池线上配置实战方案.md,True,线程池线上配置实战方案,True,9590,False,True,True,True,True,True,True,0,
docs/01-java-core/concurrency/thread-pool.md,True,Java 线程池详解,True,7308,False,True,True,True,True,True,True,0,
docs/01-java-core/design-pattern/README.md,False,design-pattern,True,1708,False,True,True,True,True,True,True,,
docs/01-java-core/design-pattern/创建型模式-单例模式.md,True,创建型模式-单例模式,True,931,False,True,True,True,True,True,True,0,
docs/01-java-core/design-pattern/创建型模式-原型模式.md,True,创建型模式-原型模式,True,1323,False,True,True,True,True,True,True,0,
docs/01-java-core/design-pattern/创建型模式-工厂方法模式.md,True,创建型模式-工厂方法模式,True,1306,False,True,True,True,True,True,True,0,
docs/01-java-core/design-pattern/创建型模式-建造者模式.md,True,创建型模式-建造者模式,True,1316,False,True,True,True,True,True,True,0,
docs/01-java-core/design-pattern/创建型模式-抽象工厂模式.md,True,创建型模式-抽象工厂模式,True,1861,False,True,True,True,True,True,True,0,
docs/01-java-core/design-pattern/结构型模式-享元模式.md,True,结构型模式-享元模式,True,1477,False,True,True,True,True,True,True,0,
docs/01-java-core/design-pattern/结构型模式-代理模式.md,True,结构型模式-代理模式,True,1477,False,True,True,True,True,True,True,0,
docs/01-java-core/design-pattern/结构型模式-外观模式.md,True,结构型模式-外观模式,True,1263,False,True,True,True,True,True,True,0,
docs/01-java-core/design-pattern/结构型模式-桥接模式.md,True,结构型模式-桥接模式,True,1447,False,True,True,True,True,True,True,0,
docs/01-java-core/design-pattern/结构型模式-组合模式.md,True,结构型模式-组合模式,True,1797,False,True,True,True,True,True,True,0,
docs/01-java-core/design-pattern/结构型模式-装饰器模式.md,True,结构型模式-装饰器模式,True,1723,False,True,True,True,True,True,True,0,
docs/01-java-core/design-pattern/结构型模式-适配器模式.md,True,结构型模式-适配器模式,True,1091,False,True,True,True,True,True,True,0,
docs/01-java-core/design-pattern/行为型模式-中介者模式.md,True,行为型模式-中介者模式,True,1864,False,True,True,True,True,True,True,0,
docs/01-java-core/design-pattern/行为型模式-命令模式.md,True,行为型模式-命令模式,True,1735,False,True,True,True,True,True,True,0,
docs/01-java-core/design-pattern/行为型模式-备忘录模式.md,True,行为型模式-备忘录模式,True,1484,False,True,True,True,True,True,True,0,
docs/01-java-core/design-pattern/行为型模式-模板方法模式.md,True,行为型模式-模板方法模式,True,1696,False,True,True,True,True,True,True,0,
docs/01-java-core/design-pattern/行为型模式-状态模式.md,True,行为型模式-状态模式,True,2374,False,True,True,True,True,True,True,0,
docs/01-java-core/design-pattern/行为型模式-策略模式.md,True,行为型模式-策略模式,True,1798,False,True,True,True,True,True,True,0,
docs/01-java-core/design-pattern/行为型模式-观察者模式.md,True,行为型模式-观察者模式,True,2268,False,True,True,True,True,True,True,0,
docs/01-java-core/design-pattern/行为型模式-解释器模式.md,True,行为型模式-解释器模式,True,1340,False,True,True,True,True,True,True,0,
docs/01-java-core/design-pattern/行为型模式-访问者模式.md,True,行为型模式-访问者模式,True,2760,False,True,True,True,True,True,True,0,
docs/01-java-core/design-pattern/行为型模式-责任链模式.md,True,行为型模式-责任链模式,True,1967,False,True,True,True,True,True,True,0,
docs/01-java-core/design-pattern/行为型模式-迭代器模式.md,True,行为型模式-迭代器模式,True,1693,False,True,True,True,True,True,True,0,
docs/01-java-core/design-pattern/设计模式概述.md,True,设计模式概述,True,2164,False,True,True,True,True,True,True,0,
docs/01-java-core/elegant-parameter-validation.md,True,摆脱if-else——优雅参数校验,True,4462,False,True,True,True,True,True,True,0,
docs/01-java-core/io/BIO-NIO-AIO是什么？.md,True,BIO/NIO/AIO是什么？,True,1898,False,True,True,True,True,True,True,0,
docs/01-java-core/io/Java-IO之AIO详解.md,True,Java IO之AIO详解,True,7524,False,True,True,True,True,True,True,0,
docs/01-java-core/io/Java-IO之BIO详解.md,True,Java IO之BIO详解,True,7096,False,True,True,True,True,True,True,0,
docs/01-java-core/io/Java-IO之I-O多路复用详解.md,True,Java IO之I/O多路复用详解,True,10368,False,True,True,True,True,True,True,0,
docs/01-java-core/io/Java-IO之NIO详解.md,True,Java IO之NIO详解,True,5019,False,True,True,True,True,True,True,0,
docs/01-java-core/io/Java-IO之Netty框架概要.md,True,Java IO之Netty框架概要,True,3671,False,True,True,True,True,True,True,0,
docs/01-java-core/io/Java-IO分类理解.md,True,Java IO分类理解,True,2555,False,True,True,True,True,True,True,0,
docs/01-java-core/io/Java-IO如何实现零拷贝？.md,True,Java IO如何实现零拷贝？,True,11008,False,True,True,True,True,True,True,0,
docs/01-java-core/io/Java-IO常见类有哪些？.md,True,Java IO常见类有哪些？,True,3332,False,True,True,True,True,True,True,0,
docs/01-java-core/io/Java-IO的装饰者模式理解.md,True,Java IO的装饰者模式理解,True,965,False,True,True,True,True,True,True,0,
docs/01-java-core/io/README.md,False,io,True,936,False,True,True,True,True,True,True,,
docs/01-java-core/io/Unix-IO模型.md,True,Unix IO模型,True,2572,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/1.2mb-data-10gb-memory.md,True,1.2MB数据吃掉10GB内存,True,3512,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/README.md,False,jvm,True,706,False,False,False,False,True,True,False,,
docs/01-java-core/jvm/basics/JVM内存模型是什么？.md,True,JVM内存模型是什么？,True,6186,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/basics/JVM内存结构是什么？.md,True,JVM内存结构是什么？,True,9379,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/basics/JVM的类加载机制是怎么样的？.md,True,JVM的类加载机制是怎么样的？,True,5973,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/basics/Java对象一定在堆上分配吗？.md,True,Java对象一定在堆上分配吗？,True,2006,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/basics/Java对象的生命周期是怎么样的？.md,True,Java对象的生命周期是怎么样的？,True,3653,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/basics/README.md,False,basics,True,820,False,False,False,False,True,True,False,,
docs/01-java-core/jvm/basics/如何区分堆和栈？.md,True,如何区分堆和栈？,True,1124,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/basics/如何理解本地内存、直接内存、JVM内存？.md,True,如何理解本地内存、直接内存、JVM内存？,True,2440,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/basics/字节码如何增强？.md,True,字节码如何增强？,True,9361,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/basics/字节码如何查看？.md,True,字节码如何查看？,True,5162,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/basics/符号引用与直接引用怎么理解？.md,True,符号引用与直接引用怎么理解？,True,1727,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/basics/逃逸分析是什么？.md,True,逃逸分析是什么？,True,3417,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/class-loading.md,True,类加载机制与双亲委派,True,6268,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/gc/G1中是如何处理RSet的？.md,True,G1中是如何处理RSet的？,True,2321,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/gc/G1中的内存屏障是什么？.md,True,G1中的内存屏障是什么？,True,1106,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/gc/G1垃圾收集器基本原理.md,True,G1垃圾收集器基本原理,True,12021,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/gc/GC只会对堆进行回收吗？.md,True,GC 只会对堆进行回收吗？,True,1018,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/gc/GC日志怎么看？.md,True,GC日志怎么看？,True,2470,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/gc/GC的悲观策略是什么？.md,True,GC的悲观策略是什么？,True,1186,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/gc/JVM指针压缩是什么？.md,True,JVM指针压缩是什么？,True,1438,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/gc/Java对象的内存布局是什么？.md,True,Java对象的内存布局是什么？,True,2518,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/gc/Java有哪些引用类型？.md,True,Java有哪些引用类型？,True,1478,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/gc/README.md,False,gc,True,1262,False,False,False,False,True,True,False,,
docs/01-java-core/jvm/gc/SATB算法是什么？.md,True,SATB算法是什么？,True,2061,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/gc/ZGC垃圾收集器基本原理.md,True,ZGC垃圾收集器基本原理,True,9337,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/gc/三色标记是什么？.md,True,三色标记是什么？,True,2164,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/gc/内存泄漏和内存溢出怎么区分？.md,True,内存泄漏和内存溢出怎么区分？,True,1021,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/gc/垃圾回收什么时候会触发？.md,True,垃圾回收什么时候会触发？,True,1460,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/gc/如何判断是垃圾？.md,True,如何判断是垃圾？,True,3048,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/gc/对象分配的过程是怎么样的？.md,True,对象分配的过程是怎么样的？,True,1637,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/gc/对象的创建过程是怎么样的？.md,True,对象的创建过程是怎么样的？,True,1154,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/gc/常用的垃圾回收算法有哪些？.md,True,常用的垃圾回收算法有哪些？,True,1952,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/gc/常用的垃圾收集器概述.md,True,常用的垃圾收集器概述,True,5392,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/gc/染色指针算法是怎么样的？.md,True,染色指针算法是怎么样的？,True,1745,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/gc/浮动垃圾是指什么？.md,True,浮动垃圾是指什么？,True,1124,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/gc-algorithms.md,True,GC 算法,True,3920,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/gc-collectors.md,True,GC 收集器,True,5703,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/gc-tuning.md,True,GC 调优实战,True,4217,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/jvm-parameters.md,True,JVM 参数速查表,True,4373,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/jvm-troubleshooting.md,True,JVM 排障实战,True,5654,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/memory-model.md,True,JVM 内存模型,True,5966,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/one-line-code-save-1g-memory.md,True,一行代码优化掉1G内存,True,3124,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/troubleshooting/JVM常用调参有哪些？.md,True,JVM常用调参有哪些？,True,3276,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/troubleshooting/Java线程Dump如何分析？.md,True,Java线程Dump如何分析？,True,3278,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/troubleshooting/Java问题排查工具有哪些？.md,True,Java问题排查工具有哪些？,True,3350,False,True,True,True,True,True,True,0,
docs/01-java-core/jvm/troubleshooting/README.md,False,troubleshooting,True,410,False,False,False,False,True,True,False,,
docs/01-java-core/jvm/troubleshooting/cpu-90-percent-troubleshooting.md,True,线上 Java 服务 CPU 飙到 90% 以上，第一步操作是什么？,True,4115,False,True,True,True,True,True,True,0,
docs/01-java-core/new-features/JDK8新特性之Optional类详解.md,True,JDK8 新特性之 Optional 类详解,True,2569,False,True,True,True,True,True,True,0,
docs/01-java-core/new-features/JDK8新特性之函数式编程详解.md,True,JDK8 新特性之函数式编程详解,True,2747,False,True,True,True,True,True,True,0,
docs/01-java-core/new-features/JDK8新特性概览.md,True,JDK8 新特性概览,True,2729,False,True,True,True,True,True,True,0,
docs/01-java-core/new-features/Java各版本新特性概览.md,True,Java 各版本新特性概览,True,2829,False,True,True,True,True,True,True,0,
docs/01-java-core/new-features/README.md,False,new-features,True,259,False,False,False,False,False,False,False,,
docs/02-frameworks/README.md,False,框架篇,True,505,False,False,True,True,False,True,True,,
docs/02-frameworks/spring/README.md,False,Spring,True,332,False,False,False,False,False,True,False,,
docs/02-frameworks/spring/ioc-aop.md,True,Spring IOC 与 AOP 核心原理,True,10048,False,True,True,True,True,True,True,0,
docs/03-database/README.md,False,03-database,True,457,False,True,True,True,True,True,True,,
docs/03-database/mysql/README.md,False,mysql,True,532,False,True,True,True,True,True,True,,
docs/03-database/mysql/basics/CHAR和VARCHAR区别是什么？.md,True,CHAR和VARCHAR区别是什么？,True,980,False,True,True,True,True,True,True,0,
docs/03-database/mysql/basics/Distinct与Group-By性能比较？.md,True,Distinct与Group By性能比较？,True,1306,False,True,True,True,True,True,True,0,
docs/03-database/mysql/basics/EXISTS与IN性能比较？.md,True,EXISTS 与 IN 性能比较？,True,1731,False,True,True,True,True,True,True,0,
docs/03-database/mysql/basics/MySQL一行记录时怎么存储的？.md,True,MySQL一行记录时怎么存储的？,True,3360,False,True,True,True,True,True,True,0,
docs/03-database/mysql/basics/MySQL数据类型介绍？.md,True,MySQL数据类型介绍？,True,1278,False,True,True,True,True,True,True,0,
docs/03-database/mysql/basics/MySQL时间类型选择？.md,True,MySQL时间类型选择？,True,853,False,True,True,True,True,True,True,0,
